boundary,lambda,agency_regeneration,agency_transformative_gain,gamma,k_p,f_target,mean_friction,mean_transformative_capacity,mean_human_agency,mean_ai_intervention,adaptive_window_fraction,final_friction,final_transformative_capacity,final_human_agency,final_ai_intervention,adaptive_score,agency_compression_score,R_eff,regime
agency_compression_boundary,0.0935,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7091130507827488,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.47559961644710486,0.9139528185022696,0.4025660167343041,0.2908869492172512,15.027287189847746,homeostatic_trap
agency_compression_boundary,0.09375,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7084637599325352,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.4745978551995099,0.9139528185022696,0.4022413713091973,0.2915362400674648,15.067467102120064,homeostatic_trap
agency_compression_boundary,0.094,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7078153437817184,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.4735982677583333,0.9139528185022696,0.4019171632337889,0.2921846562182816,15.107647014392386,homeostatic_trap
agency_compression_boundary,0.09425,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7071678009603816,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.4726008493777201,0.9139528185022696,0.4015933918231205,0.29283219903961843,15.147826926664704,homeostatic_trap
agency_compression_boundary,0.0945,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7065211301009311,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.471605595322195,0.9139528185022696,0.40127005639339525,0.2934788698990689,15.188006838937024,homeostatic_trap
agency_compression_boundary,0.09475,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7058753298380975,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.4706125008666369,0.9139528185022696,0.40094715626197847,0.29412467016190247,15.228186751209346,homeostatic_trap
agency_compression_boundary,0.095,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7052303988089244,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.46962156129625493,0.9139528185022696,0.4006246907473919,0.29476960119107565,15.268366663481665,homeostatic_trap
agency_compression_boundary,0.09525,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7045863356527706,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.46863277190657143,0.9139528185022696,0.400302659169315,0.2954136643472294,15.308546575753986,homeostatic_trap
agency_compression_boundary,0.0955,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7039431390113051,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.4676461280033945,0.9139528185022696,0.39998106084858226,0.2960568609886949,15.348726488026305,homeostatic_trap
agency_compression_boundary,0.09575,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7033008075284999,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.4666616249027996,0.9139528185022696,0.39965989510717964,0.2966991924715001,15.388906400298627,homeostatic_trap
agency_compression_boundary,0.096,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7026593398506292,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.4656792579311044,0.9139528185022696,0.3993391612682443,0.2973406601493708,15.429086312570945,homeostatic_trap
agency_compression_boundary,0.09625,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7020187346262615,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.4646990224248426,0.9139528185022696,0.39901885865606046,0.2979812653737385,15.469266224843267,homeostatic_trap
agency_compression_boundary,0.0965,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7013789905062625,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.4637209137307539,0.9139528185022696,0.39869898659606096,0.2986210094937375,15.509446137115589,homeostatic_trap
agency_compression_boundary,0.09675,0.005,0.005,0.4,0.16,0.15,0.15571244290742936,0.09601898268585939,0.7007401061437817,0.8807589314623087,0.019,0.15023779179019447,0.08490681024664234,0.4627449272057474,0.9139528185022696,0.39837954441482054,0.2992598938562183,15.549626049387907,homeostatic_trap
